Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,CustLat,CustLon,FactLat,FactLon,Distance_mi,BaseDays,LeadTime_days
6502,US-2023-161683-CHO-FUD-51000,03-12-2025,30-05-2029,Standard Class,161683,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,6.444681279163246
6503,US-2023-150861-CHO-SCR-58000,03-12-2025,28-05-2029,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,3.467555812016858
6504,US-2023-150861-CHO-SCR-58000,03-12-2025,28-05-2029,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,2.020671077388511
6505,US-2023-149762-CHO-MIL-31000,03-12-2025,29-05-2029,Standard Class,149762,United States,Morgan Hill,California,95037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.928949645591654
6506,US-2023-161025-CHO-FUD-51000,03-12-2025,31-05-2029,Standard Class,161025,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.823513453258694
6507,US-2023-150861-CHO-SCR-58000,03-12-2025,28-05-2029,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,4.131558967798029
6508,US-2023-153598-CHO-MIL-31000,03-12-2025,28-05-2029,First Class,153598,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,3.6237896561980096
6509,US-2023-126004-CHO-NUT-13000,04-12-2025,27-05-2029,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,2.13811619523051
6510,US-2023-105277-CHO-NUT-13000,04-12-2025,30-05-2029,Standard Class,105277,United States,Auburn,New York,13021,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,8.93143313386193
6511,US-2023-126004-CHO-FUD-51000,04-12-2025,27-05-2029,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,4.357688592422238
6512,US-2023-112060-CHO-TRI-54000,04-12-2025,31-05-2029,Standard Class,112060,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.782477821863344
6513,US-2023-126004-CHO-FUD-51000,04-12-2025,27-05-2029,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,2.507422087251078
6514,US-2023-126004-CHO-NUT-13000,04-12-2025,27-05-2029,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,2.871881215794127
6515,US-2023-126004-CHO-NUT-13000,04-12-2025,27-05-2029,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,3.2330341532046614
6516,US-2023-139885-CHO-NUT-13000,04-12-2025,30-05-2029,Standard Class,139885,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,7.228762628734988
6517,US-2023-126004-CHO-SCR-58000,04-12-2025,27-05-2029,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,4.470569637250618
6518,CA-2023-119508-CHO-NUT-13000,04-12-2025,31-05-2029,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,53.7267,-127.6476,32.881893,-111.768036,1637.1127991936037,4.274225598387208,6.526799574961641
6519,CA-2023-119508-CHO-FUD-51000,04-12-2025,31-05-2029,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,53.7267,-127.6476,32.881893,-111.768036,1637.1127991936037,4.274225598387208,4.248659959894926
6520,US-2023-143749-OTH-LIC-15000,05-12-2025,29-05-2029,First Class,143749,United States,Franklin,Massachusetts,2038,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,20.0,1,10.0,10.0,Secret Factory,42.2115,-71.5301,41.446333,-90.565487,978.7265895631707,2.9574531791263414,2.045956557680781
6521,US-2023-114489-CHO-FUD-51000,05-12-2025,31-05-2029,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,Lot's O' Nuts,44.2685,-89.6165,32.881893,-111.768036,1423.7733751493147,3.8475467502986294,5.492794207994093
6522,US-2023-146374-CHO-NUT-13000,05-12-2025,01-06-2029,Second Class,146374,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,39.3185,-75.5071,32.881893,-111.768036,2056.7022373511822,5.113404474702365,5.0534632298076065
6523,US-2023-124772-CHO-SCR-58000,05-12-2025,28-05-2029,First Class,124772,United States,Murray,Kentucky,42071,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,37.6681,-84.6701,32.881893,-111.768036,1556.9928197648474,4.1139856395296945,2.173495891089257
6524,US-2023-140564-CHO-FUD-51000,05-12-2025,01-06-2029,Second Class,140564,United States,Washington,District of Columbia,20016,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,Lot's O' Nuts,38.9072,-77.0369,32.881893,-111.768036,1974.178475484298,4.948356950968596,5.5939940842539455
6525,US-2023-163636-CHO-SCR-58000,05-12-2025,31-05-2029,Second Class,163636,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,4.613372218783906
6526,US-2023-114489-CHO-SCR-58000,05-12-2025,31-05-2029,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,44.2685,-89.6165,32.881893,-111.768036,1423.7733751493147,3.8475467502986294,5.997762655254867
6527,US-2023-161389-CHO-SCR-58000,05-12-2025,01-06-2029,Standard Class,161389,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.60083734652633
6528,US-2023-146374-CHO-SCR-58000,05-12-2025,01-06-2029,Second Class,146374,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,39.3185,-75.5071,32.881893,-111.768036,2056.7022373511822,5.113404474702365,5.080334710855029
6529,US-2023-145009-CHO-SCR-58000,05-12-2025,30-05-2029,Second Class,145009,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,3.7333016892033037
6530,US-2023-146374-CHO-MIL-31000,05-12-2025,01-06-2029,Second Class,146374,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,39.3185,-75.5071,32.076176,-81.088371,589.6012825647571,2.179202565129514,1.5372585332376443
6531,US-2023-109722-CHO-TRI-54000,05-12-2025,29-05-2029,Second Class,109722,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,37.6681,-84.6701,32.076176,-81.088371,436.0629179889469,1.8721258359778936,2.3352687548348814
6532,US-2023-108434-CHO-TRI-54000,05-12-2025,29-05-2029,Second Class,108434,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,2.9155867412046628
6533,US-2023-114489-CHO-FUD-51000,05-12-2025,31-05-2029,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2,Lot's O' Nuts,44.2685,-89.6165,32.881893,-111.768036,1423.7733751493147,3.8475467502986294,7.003673117269282
6534,US-2023-109722-CHO-SCR-58000,05-12-2025,29-05-2029,Second Class,109722,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,37.6681,-84.6701,32.881893,-111.768036,1556.9928197648474,4.1139856395296945,5.1182654637604745
6535,US-2023-114489-CHO-FUD-51000,05-12-2025,31-05-2029,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,44.2685,-89.6165,32.881893,-111.768036,1423.7733751493147,3.8475467502986294,5.22278019137584
6536,US-2023-103674-CHO-MIL-31000,06-12-2025,01-06-2029,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.732887327391143
6537,US-2023-169040-CHO-FUD-51000,06-12-2025,03-06-2029,Standard Class,169040,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.11152358976128
6538,US-2023-169040-CHO-NUT-13000,06-12-2025,03-06-2029,Standard Class,169040,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,5.4290319769895365
6539,US-2023-162390-CHO-MIL-31000,06-12-2025,03-06-2029,Standard Class,162390,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,42.25,13,27.43,14.82,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,3.4080379641663483
6540,US-2023-103674-CHO-NUT-13000,06-12-2025,01-06-2029,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,48.86,14,34.86,14.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.2113472870471558
6541,US-2023-103674-CHO-TRI-54000,06-12-2025,01-06-2029,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.300684901941894
6542,US-2023-162390-CHO-TRI-54000,06-12-2025,03-06-2029,Standard Class,162390,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,1.6816756206511219
6543,US-2023-169040-CHO-NUT-13000,06-12-2025,03-06-2029,Standard Class,169040,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,3.4715058367126748
6544,US-2023-103674-CHO-TRI-54000,06-12-2025,01-06-2029,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,7.934655120764544
6545,US-2023-169040-CHO-NUT-13000,06-12-2025,03-06-2029,Standard Class,169040,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.938239709544731
6546,US-2023-103674-CHO-SCR-58000,06-12-2025,01-06-2029,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.734494849621072
6547,US-2023-169040-CHO-FUD-51000,06-12-2025,03-06-2029,Standard Class,169040,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,3.608737257262778
6548,US-2023-114776-CHO-NUT-13000,06-12-2025,29-05-2029,First Class,114776,United States,Antioch,California,94509,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,1.0
6549,US-2023-162390-CHO-SCR-58000,06-12-2025,03-06-2029,Standard Class,162390,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,42.1657,-74.9481,32.881893,-111.768036,2097.243649400045,5.19448729880009,8.10469840999005
6550,US-2023-169040-CHO-MIL-31000,06-12-2025,03-06-2029,Standard Class,169040,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,47.4009,-121.4905,32.076176,-81.088371,2357.242702079984,5.714485404159968,9.037153522742642
6551,US-2023-103674-CHO-TRI-54000,06-12-2025,01-06-2029,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.063670133707218
6552,US-2023-169040-CHO-FUD-51000,06-12-2025,03-06-2029,Standard Class,169040,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,5.797753321066448
6553,US-2023-103674-CHO-FUD-51000,06-12-2025,01-06-2029,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,3.3478674845150107
6554,US-2023-160108-CHO-NUT-13000,08-12-2025,03-06-2029,Standard Class,160108,United States,Eau Claire,Wisconsin,54703,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,44.2685,-89.6165,32.881893,-111.768036,1423.7733751493147,3.8475467502986294,5.173355602281374
6555,US-2023-160108-CHO-SCR-58000,08-12-2025,03-06-2029,Standard Class,160108,United States,Eau Claire,Wisconsin,54703,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,44.2685,-89.6165,32.881893,-111.768036,1423.7733751493147,3.8475467502986294,5.54691848271865
6556,US-2023-117590-CHO-TRI-54000,08-12-2025,01-06-2029,First Class,117590,United States,Richardson,Texas,75080,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,1.0
6557,US-2023-131289-CHO-TRI-54000,08-12-2025,05-06-2029,Standard Class,131289,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,7.990137435470838
6558,US-2023-131289-CHO-TRI-54000,08-12-2025,05-06-2029,Standard Class,131289,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.966329123161042
6559,US-2023-124562-CHO-SCR-58000,08-12-2025,03-06-2029,Standard Class,124562,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,7.087087095525525
6560,US-2023-158302-CHO-TRI-54000,08-12-2025,03-06-2029,Second Class,158302,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,40.3888,-82.7649,32.076176,-81.088371,581.4578987964325,2.162915797592865,3.2845232583281625
6561,US-2023-131289-CHO-SCR-58000,08-12-2025,05-06-2029,Standard Class,131289,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.7876416707084286
6562,US-2023-115224-CHO-FUD-51000,08-12-2025,02-06-2029,Second Class,115224,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,3.0968464127764883
6563,US-2023-115224-CHO-TRI-54000,08-12-2025,02-06-2029,Second Class,115224,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,5.229789037364271
6564,US-2023-113733-CHO-FUD-51000,08-12-2025,03-06-2029,Standard Class,113733,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,35.6301,-79.8064,32.881893,-111.768036,1825.8065527420308,4.651613105484062,8.154687724282008
6565,US-2023-113733-CHO-MIL-31000,08-12-2025,03-06-2029,Standard Class,113733,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,35.6301,-79.8064,32.076176,-81.088371,256.1471500400608,1.5122943000801217,2.2509560521664835
6566,US-2023-113733-CHO-TRI-54000,08-12-2025,03-06-2029,Standard Class,113733,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,35.6301,-79.8064,32.076176,-81.088371,256.1471500400608,1.5122943000801217,2.834226549163604
6567,US-2023-134425-CHO-NUT-13000,08-12-2025,03-06-2029,Second Class,134425,United States,Saint Paul,Minnesota,55106,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,45.6945,-93.9002,32.881893,-111.768036,1296.101361786828,3.592202723573656,4.772292615021541
6568,US-2023-117590-CHO-FUD-51000,08-12-2025,01-06-2029,First Class,117590,United States,Richardson,Texas,75080,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,1.278139628807373
6569,US-2023-161844-CHO-SCR-58000,09-12-2025,05-06-2029,Second Class,161844,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,35.7478,-86.6923,32.881893,-111.768036,1439.652980693974,3.8793059613879484,4.054017151423288
6570,US-2023-102092-CHO-NUT-13000,09-12-2025,02-06-2029,First Class,102092,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,37.7693,-78.1699,32.881893,-111.768036,1911.9687012678346,4.82393740253567,3.9254531816864437
6571,US-2023-137330-CHO-NUT-13000,09-12-2025,04-06-2029,Standard Class,137330,United States,Fremont,Nebraska,68025,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,41.1254,-98.2681,32.881893,-111.768036,935.1671524261379,2.8703343048522756,4.199098926134363
6572,US-2023-133340-CHO-FUD-51000,09-12-2025,04-06-2029,Standard Class,133340,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,43.3266,-84.5361,32.881893,-111.768036,1635.8269360528968,4.2716538721057935,5.350766982153761
6573,US-2023-131114-CHO-SCR-58000,09-12-2025,04-06-2029,Second Class,131114,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,5.432027639609129
6574,US-2023-137330-CHO-SCR-58000,09-12-2025,04-06-2029,Standard Class,137330,United States,Fremont,Nebraska,68025,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,41.1254,-98.2681,32.881893,-111.768036,935.1671524261379,2.8703343048522756,3.9296898858087044
6575,US-2023-128923-CHO-SCR-58000,09-12-2025,04-06-2029,Standard Class,128923,United States,Fort Worth,Texas,76106,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,3.709209169930878
6576,US-2023-149503-CHO-MIL-31000,09-12-2025,03-06-2029,First Class,149503,United States,Stockton,California,95207,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,4.155464786674489
6577,US-2023-161844-CHO-SCR-58000,09-12-2025,05-06-2029,Second Class,161844,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,35.7478,-86.6923,32.881893,-111.768036,1439.652980693974,3.8793059613879484,3.3925108384029867
6578,US-2023-141082-CHO-FUD-51000,09-12-2025,04-06-2029,Standard Class,141082,United States,Lawrence,Massachusetts,1841,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,42.2115,-71.5301,32.881893,-111.768036,2271.8392381694885,5.543678476338977,7.509223383930762
6579,US-2023-141082-CHO-FUD-51000,09-12-2025,04-06-2029,Standard Class,141082,United States,Lawrence,Massachusetts,1841,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,42.2115,-71.5301,32.881893,-111.768036,2271.8392381694885,5.543678476338977,8.518507551928334
6580,US-2023-128923-CHO-SCR-58000,09-12-2025,04-06-2029,Standard Class,128923,United States,Fort Worth,Texas,76106,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,2.1477432108509316
6581,US-2023-131114-CHO-MIL-31000,09-12-2025,04-06-2029,Second Class,131114,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,40.3495,-88.9861,32.076176,-81.088371,720.340311870563,2.440680623741126,2.2103557622467895
